---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|DATE_TIME        |WEEK   |DAY|DATE_     |TIME    |HOUR|EVENT                             |WAITED_SECONDS|WAITED_MINUTES|WAITED_HOURS|ACTIVE_SESSIONS|WAITS  |AVG_MS    |INST_ID|OBJECT_NAMES                                                                                                                                               |
|2019-05-07  06 ->|2019-19|Tue|2019-05-07|06:00:00|06  |log file sync                     |         1.077|            18|.3          |.3             |144705 |7.44      |      1|NRIV,446640,27%;/BIC/DZRTABR90B~01,139696,8%;/BIC/DZRTABR90B~02,133968,8%;/BIC/DZRTABR90B~06,133088,8%;/BIC/DZRTABR90B~09,132272,8%                        |
|2019-05-07  05 ->|2019-19|Tue|2019-05-07|05:00:00|05  |direct path read                  |        18.046|           301|5.01        |4.99           |496902 |36.32     |      1|/BIC/FZFIGLR07,2076046,22%;/BIC/FZFIGLR07,1339058,14%;/BIC/FZFIGLR07,1283758,13%;/BIC/FZFIGLR07,1271286,13%;/BIC/FZFIGLR07,1234268,13%                     |
|2019-05-07  05 ->|2019-19|Tue|2019-05-07|05:00:00|05  |log file sync                     |        18.043|           301|5.01        |4.99           |615435 |29.32     |      1|NRIV,1558976,14%;/BIC/AZFIGLD2000~0,845488,8%;SEG$,610176,6%                                                                                               |
|2019-05-07  05 ->|2019-19|Tue|2019-05-07|05:00:00|05  |OTHER                             |         9.226|           154|2.56        |2.55           |       |          |      1|                                                                                                                                                           |
|2019-05-07  05 ->|2019-19|Tue|2019-05-07|05:00:00|05  |CPU                               |         5.056|            84|1.4         |1.4            |       |          |      1|                                                                                                                                                           |
|2019-05-07  04 ->|2019-19|Tue|2019-05-07|04:00:00|04  |NETWORK                           |         1.114|            19|.31         |.31            |2784035|.4        |      1|                                                                                                                                                           |
|2019-05-07  04 ->|2019-19|Tue|2019-05-07|04:00:00|04  |CPU                               |           722|            12|.2          |.2             |       |          |      1|RSSTATMANPSA,9577216,23%;/BI0/HPLANT~0,4855712,12%;/BI0/HPLANT,3472400,8%;/BI0/IPLANT~001,2774720,7%;RSSTATMANREQMAP,2350368,6%                            |
|2019-05-07  04 ->|2019-19|Tue|2019-05-07|04:00:00|04  |log file sync                     |           421|             7|.12         |.12            |74537  |5.65      |      1|/BI0/HPLANT,3171456,36%;/BI0/HPLANT~0,1623360,19%;/BI0/IPLANT,1555600,18%;/BI0/IPLANT~001,1026816,12%;/BI0/HPLANT~PAR,659952,8%                            |
|2019-05-07  04 ->|2019-19|Tue|2019-05-07|04:00:00|04  |OTHER                             |           320|             5|.09         |.09            |       |          |      1|                                                                                                                                                           |
|2019-05-07  03 ->|2019-19|Tue|2019-05-07|03:00:00|03  |CPU                               |           126|             2|.04         |.03            |       |          |      1|EDIDC,1542512,74%                                                                                                                                          |
|2019-05-07  03 ->|2019-19|Tue|2019-05-07|03:00:00|03  |NETWORK                           |            29|             0|.01         |.01            |72688  |.4        |      1|                                                                                                                                                           |
